TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MIL,3/23/18,MIL @ CHI,W,240,118,43,87,.494,15,30,.500,17,19,.895,7,29,36,27,8,7,5,20,13
ATL,3/23/18,ATL @ GSW,L,240,94,37,84,.440,11,32,.344,9,20,.450,5,39,44,24,5,5,11,14,-12
WAS,3/23/18,WAS vs. DEN,L,240,100,38,80,.475,14,28,.500,10,14,.714,8,38,46,28,3,2,17,21,-8
TOR,3/23/18,TOR vs. BKN,W,240,116,41,86,.477,14,28,.500,20,29,.690,5,38,43,26,5,7,10,24,4
CLE,3/23/18,CLE vs. PHX,W,240,120,47,95,.495,8,29,.276,18,24,.750,15,39,54,23,9,4,14,14,25
IND,3/23/18,IND vs. LAC,W,240,109,43,93,.462,11,31,.355,12,14,.857,14,28,42,25,6,2,9,16,5
HOU,3/24/18,HOU vs. NOP,W,240,114,45,93,.484,18,47,.383,6,8,.750,5,43,48,22,10,8,19,17,23
LAL,3/24/18,LAL @ MEM,W,240,100,35,86,.407,13,38,.342,17,25,.680,11,33,44,19,7,2,11,20,7
CHI,3/24/18,CHI @ DET,L,240,95,39,97,.402,11,35,.314,6,9,.667,14,30,44,27,10,1,12,20,-22
PHX,3/24/18,PHX @ ORL,L,240,99,36,89,.404,7,29,.241,20,26,.769,10,31,41,21,14,2,14,22,-6
NOP,3/24/18,NOP @ HOU,L,240,91,38,96,.396,6,21,.286,9,12,.750,12,34,46,19,10,6,16,14,-23
ORL,3/24/18,ORL vs. PHX,W,240,105,37,84,.440,11,30,.367,20,27,.741,14,40,54,29,9,8,19,18,6
DET,3/24/18,DET vs. CHI,W,240,117,43,87,.494,16,42,.381,15,18,.833,12,37,49,33,6,7,13,11,22
MIN,3/24/18,MIN @ PHI,L,240,108,37,96,.385,6,23,.261,28,38,.737,13,40,53,19,7,3,14,27,-12
MEM,3/24/18,MEM vs. LAL,L,240,93,35,84,.417,5,29,.172,18,22,.818,11,32,43,20,7,6,10,21,-7
DAL,3/24/18,DAL vs. CHA,L,240,98,36,91,.396,12,41,.293,14,19,.737,5,47,52,22,10,6,12,22,-4
CHA,3/24/18,CHA @ DAL,W,240,102,35,92,.380,12,25,.480,20,29,.690,13,49,62,21,10,4,13,14,4
PHI,3/24/18,PHI vs. MIN,W,240,120,42,88,.477,13,37,.351,23,36,.639,7,44,51,33,9,10,15,29,12
OKC,3/25/18,OKC vs. POR,L,240,105,37,84,.440,8,27,.296,23,28,.821,13,26,39,16,9,5,10,19,-3
CLE,3/25/18,CLE @ BKN,W,240,121,44,87,.506,12,28,.429,21,26,.808,11,38,49,25,5,2,11,21,7
SAS,3/25/18,SAS @ MIL,L,240,103,41,92,.446,4,17,.235,17,21,.810,20,33,53,16,4,2,12,17,-3
WAS,3/25/18,WAS vs. NYK,L,240,97,37,87,.425,6,19,.316,17,23,.739,14,32,46,25,10,7,14,16,-4
HOU,3/25/18,HOU vs. ATL,W,240,118,44,90,.489,20,52,.385,10,11,.909,6,39,45,28,7,4,11,12,19
NYK,3/25/18,NYK @ WAS,W,240,101,41,88,.466,6,22,.273,13,15,.867,10,34,44,26,10,6,14,19,4
MIA,3/25/18,MIA @ IND,L,265,107,41,86,.477,14,35,.400,11,14,.786,7,32,39,32,10,3,17,20,-6
UTA,3/25/18,UTA @ GSW,W,240,110,42,87,.483,12,28,.429,14,18,.778,11,36,47,27,6,8,14,16,19
SAC,3/25/18,SAC vs. BOS,L,240,93,38,82,.463,7,26,.269,10,10,1.000,7,27,34,18,7,1,14,16,-11
LAC,3/25/18,LAC @ TOR,W,240,117,44,95,.463,8,18,.444,21,27,.778,12,32,44,17,7,5,8,16,11
BOS,3/25/18,BOS @ SAC,W,240,104,40,72,.556,12,22,.545,12,17,.706,3,32,35,23,9,2,15,11,11
ATL,3/25/18,ATL @ HOU,L,240,99,39,88,.443,11,40,.275,10,11,.909,7,38,45,18,5,2,13,14,-19
IND,3/25/18,IND vs. MIA,W,265,113,44,90,.489,8,23,.348,17,21,.810,10,41,51,26,12,7,17,17,6
MIL,3/25/18,MIL vs. SAS,W,240,106,42,86,.488,9,27,.333,13,18,.722,9,28,37,27,6,6,10,18,3
TOR,3/25/18,TOR vs. LAC,L,240,106,41,92,.446,16,36,.444,8,14,.571,13,35,48,24,3,6,14,23,-11
POR,3/25/18,POR @ OKC,W,240,108,42,90,.467,9,34,.265,15,19,.789,18,31,49,20,8,7,13,19,3
BKN,3/25/18,BKN vs. CLE,L,240,114,38,83,.458,17,37,.459,21,26,.808,7,31,38,27,7,3,9,23,-7
GSW,3/25/18,GSW vs. UTA,L,240,91,38,91,.418,6,15,.400,9,10,.900,14,27,41,24,9,7,11,19,-19
PHX,3/26/18,PHX vs. BOS,L,240,94,36,81,.444,12,35,.343,10,19,.526,11,36,47,18,8,5,15,18,-8
PHI,3/26/18,PHI vs. DEN,W,240,123,46,91,.505,13,29,.448,18,25,.720,14,39,53,35,6,6,17,28,19
MIN,3/26/18,MIN vs. MEM,L,240,93,33,79,.418,8,24,.333,19,24,.792,7,30,37,21,7,6,14,15,-8
MEM,3/26/18,MEM @ MIN,W,240,101,40,84,.476,15,31,.484,6,9,.667,7,28,35,25,8,4,13,23,8
DEN,3/26/18,DEN @ PHI,L,240,104,36,84,.429,11,32,.344,21,34,.618,9,28,37,27,10,7,15,21,-19
NYK,3/26/18,NYK @ CHA,L,265,128,54,105,.514,9,30,.300,11,11,1.000,11,30,41,25,6,1,10,27,-9
LAL,3/26/18,LAL @ DET,L,240,106,40,85,.471,6,23,.261,20,25,.800,6,41,47,29,3,7,10,20,-6
CHA,3/26/18,CHA vs. NYK,W,265,137,51,93,.548,11,28,.393,24,28,.857,11,32,43,25,5,4,14,12,9
BOS,3/26/18,BOS @ PHX,W,240,102,37,87,.425,14,29,.483,14,14,1.000,10,34,44,24,10,3,12,19,8
DET,3/26/18,DET vs. LAL,W,240,112,44,100,.440,13,33,.394,11,15,.733,10,40,50,21,4,2,7,26,6
GSW,3/27/18,GSW vs. IND,L,240,81,35,86,.407,5,17,.294,6,9,.667,17,34,51,21,4,9,16,17,-11
HOU,3/27/18,HOU vs. CHI,W,240,118,41,93,.441,18,57,.316,18,21,.857,9,37,46,28,15,6,10,12,32
SAC,3/27/18,SAC vs. DAL,L,240,97,38,93,.409,6,23,.261,15,19,.789,10,35,45,25,6,6,10,22,-6
CHI,3/27/18,CHI @ HOU,L,240,86,34,89,.382,8,37,.216,10,17,.588,13,38,51,17,8,1,18,17,-32
WAS,3/27/18,WAS vs. SAS,W,240,116,46,85,.541,10,24,.417,14,18,.778,10,40,50,33,5,7,16,27,10
IND,3/27/18,IND @ GSW,W,240,92,39,81,.481,6,21,.286,8,12,.667,8,30,38,22,10,2,10,14,11
MIL,3/27/18,MIL @ LAC,L,240,98,38,83,.458,6,23,.261,16,23,.696,8,36,44,24,12,11,16,14,-7
TOR,3/27/18,TOR vs. DEN,W,240,114,47,92,.511,13,34,.382,7,9,.778,9,28,37,33,6,16,9,18,4
NOP,3/27/18,NOP vs. POR,L,240,103,43,94,.457,4,24,.167,13,14,.929,11,43,54,28,3,10,16,19,-4
SAS,3/27/18,SAS @ WAS,L,240,106,39,87,.448,10,25,.400,18,33,.545,10,27,37,29,7,5,8,17,-10
POR,3/27/18,POR @ NOP,W,240,107,44,105,.419,10,32,.313,9,10,.900,17,30,47,20,11,7,10,17,4
CLE,3/27/18,CLE @ MIA,L,240,79,31,85,.365,4,26,.154,13,19,.684,12,30,42,15,8,1,14,18,-19
DEN,3/27/18,DEN @ TOR,L,240,110,42,89,.472,13,30,.433,13,14,.929,10,30,40,26,6,6,11,16,-4
MIA,3/27/18,MIA vs. CLE,W,240,98,37,78,.474,9,29,.310,15,20,.750,9,35,44,24,10,9,14,18,19
LAC,3/27/18,LAC vs. MIL,W,240,105,40,86,.465,15,28,.536,10,18,.556,8,33,41,23,8,4,13,23,7
DAL,3/27/18,DAL @ SAC,W,240,103,36,80,.450,14,40,.350,17,25,.680,4,39,43,25,7,9,10,17,6
POR,3/28/18,POR @ MEM,L,240,103,38,79,.481,8,30,.267,19,30,.633,8,30,38,15,7,8,12,20,-5
LAL,3/28/18,LAL vs. DAL,W,240,103,36,77,.468,9,33,.273,22,32,.688,7,42,49,25,6,5,15,16,10
CHA,3/28/18,CHA vs. CLE,L,240,105,39,76,.513,5,21,.238,22,24,.917,6,34,40,20,2,2,13,16,-13
MIN,3/28/18,MIN vs. ATL,W,240,126,48,90,.533,13,30,.433,17,21,.810,7,30,37,33,9,1,13,20,12
BKN,3/28/18,BKN @ ORL,W,240,111,40,87,.460,12,34,.353,19,22,.864,11,37,48,28,6,5,8,17,7
BOS,3/28/18,BOS @ UTA,W,240,97,35,79,.443,12,21,.571,15,20,.750,11,31,42,20,11,2,16,18,3
UTA,3/28/18,UTA vs. BOS,L,240,94,34,82,.415,9,33,.273,17,21,.810,12,33,45,25,7,6,16,18,-3
ATL,3/28/18,ATL @ MIN,L,240,114,41,77,.532,13,27,.481,19,23,.826,4,33,37,26,10,2,20,22,-12
PHX,3/28/18,PHX vs. LAC,L,240,99,38,88,.432,10,34,.294,13,18,.722,9,30,39,17,13,4,14,20,-12
CLE,3/28/18,CLE @ CHA,W,240,118,45,93,.484,11,28,.393,17,20,.850,11,27,38,22,9,1,6,19,13
MEM,3/28/18,MEM vs. POR,W,240,108,41,84,.488,13,25,.520,13,23,.565,11,35,46,23,7,2,15,24,5
NYK,3/28/18,NYK @ PHI,L,240,101,36,94,.383,9,31,.290,20,26,.769,10,36,46,20,4,5,16,22,-17
DAL,3/28/18,DAL @ LAL,L,240,93,33,84,.393,13,44,.295,14,19,.737,6,34,40,17,10,1,10,22,-10
PHI,3/28/18,PHI vs. NYK,W,240,118,45,98,.459,9,31,.290,19,27,.704,14,44,58,34,9,3,12,19,17
LAC,3/28/18,LAC @ PHX,W,240,111,43,80,.538,8,17,.471,17,25,.680,11,40,51,26,7,4,21,17,12
ORL,3/28/18,ORL vs. BKN,L,240,104,40,92,.435,11,31,.355,13,16,.813,11,33,44,25,4,4,9,18,-7
CHI,3/29/18,CHI @ MIA,L,240,92,33,90,.367,6,26,.231,20,26,.769,14,36,50,19,10,5,18,19,-11
MIL,3/29/18,MIL @ GSW,W,240,116,48,87,.552,11,20,.550,9,10,.900,7,29,36,30,16,3,15,17,9
MIA,3/29/18,MIA vs. CHI,W,240,103,37,82,.451,7,27,.259,22,24,.917,7,37,44,20,7,7,17,23,11
SAS,3/29/18,SAS vs. OKC,W,240,103,34,81,.420,13,31,.419,22,30,.733,14,34,48,22,13,6,16,18,4
GSW,3/29/18,GSW vs. MIL,L,240,107,41,75,.547,10,20,.500,15,15,1.000,2,29,31,26,10,7,18,19,-9
DET,3/29/18,DET vs. WAS,W,240,103,41,84,.488,6,21,.286,15,20,.750,10,34,44,26,9,3,16,14,11
WAS,3/29/18,WAS @ DET,L,240,92,37,89,.416,6,32,.188,12,15,.800,12,31,43,28,9,6,15,19,-11
OKC,3/29/18,OKC @ SAS,L,240,99,37,85,.435,11,30,.367,14,21,.667,10,33,43,19,11,3,15,23,-4
IND,3/29/18,IND @ SAC,W,240,106,40,80,.500,8,26,.308,18,20,.900,7,27,34,23,9,4,10,17,3
SAC,3/29/18,SAC vs. IND,L,240,103,42,78,.538,13,31,.419,6,9,.667,6,26,32,27,3,2,18,24,-3
PHI,3/30/18,PHI @ ATL,W,240,101,42,95,.442,8,38,.211,9,13,.692,9,44,53,34,10,6,15,18,10
DEN,3/30/18,DEN @ OKC,W,265,126,49,94,.521,10,30,.333,18,21,.857,12,46,58,27,4,5,15,24,1
LAC,3/30/18,LAC @ POR,L,240,96,36,89,.404,4,13,.308,20,35,.571,11,35,46,13,5,5,10,16,-9
LAL,3/30/18,LAL vs. MIL,L,265,122,48,94,.511,8,27,.296,18,25,.720,15,41,56,33,5,3,18,23,-2
ATL,3/30/18,ATL vs. PHI,L,240,91,36,101,.356,9,39,.231,10,15,.667,15,44,59,24,9,4,16,14,-10
MIL,3/30/18,MIL @ LAL,W,265,124,45,94,.479,11,29,.379,23,28,.821,8,31,39,24,14,6,12,25,2
ORL,3/30/18,ORL vs. CHI,L,240,82,31,94,.330,7,39,.179,13,14,.929,12,43,55,16,11,5,12,18,-8
CHI,3/30/18,CHI @ ORL,W,240,90,30,84,.357,14,41,.341,16,23,.696,11,42,53,16,11,7,16,17,8
CLE,3/30/18,CLE vs. NOP,W,240,107,43,90,.478,10,24,.417,11,15,.733,9,36,45,22,6,2,10,14,5
UTA,3/30/18,UTA vs. MEM,W,240,107,40,74,.541,12,31,.387,15,26,.577,7,31,38,24,7,5,15,19,10
HOU,3/30/18,HOU vs. PHX,W,240,104,35,81,.432,14,38,.368,20,29,.690,8,31,39,22,9,7,10,12,1
MEM,3/30/18,MEM @ UTA,L,240,97,39,81,.481,9,23,.391,10,15,.667,7,26,33,24,8,4,13,21,-10
DAL,3/30/18,DAL vs. MIN,L,240,92,38,86,.442,11,28,.393,5,7,.714,6,40,46,22,5,5,14,17,-1
OKC,3/30/18,OKC vs. DEN,L,265,125,45,108,.417,20,44,.455,15,27,.556,18,32,50,25,13,2,8,22,-1
NOP,3/30/18,NOP @ CLE,L,240,102,43,89,.483,11,26,.423,5,6,.833,7,34,41,25,4,2,11,19,-5
PHX,3/30/18,PHX @ HOU,L,240,103,41,84,.488,12,32,.375,9,13,.692,8,38,46,23,8,5,17,21,-1
MIN,3/30/18,MIN @ DAL,W,240,93,35,83,.422,8,25,.320,15,17,.882,6,38,44,14,10,6,9,13,1
POR,3/30/18,POR vs. LAC,W,240,105,41,95,.432,8,30,.267,15,16,.938,13,37,50,30,9,10,10,25,9
TOR,3/31/18,TOR @ BOS,L,240,99,37,80,.463,8,35,.229,17,22,.773,9,37,46,23,1,5,15,26,-11
CHA,3/31/18,CHA @ WAS,L,240,93,35,77,.455,6,23,.261,17,27,.630,9,37,46,22,6,2,17,14,-14
DET,3/31/18,DET @ NYK,W,240,115,44,85,.518,10,24,.417,17,22,.773,10,33,43,24,8,5,9,15,6
GSW,3/31/18,GSW @ SAC,W,240,112,41,83,.494,9,26,.346,21,28,.750,6,36,42,28,9,6,10,18,16
NYK,3/31/18,NYK vs. DET,L,240,109,43,91,.473,13,29,.448,10,12,.833,9,31,40,31,4,1,14,18,-6
SAC,3/31/18,SAC vs. GSW,L,240,96,36,87,.414,8,28,.286,16,19,.842,11,36,47,27,5,6,15,23,-16
WAS,3/31/18,WAS vs. CHA,W,240,107,40,88,.455,18,39,.462,9,12,.750,11,33,44,30,11,4,12,23,14
MIA,3/31/18,MIA vs. BKN,L,265,109,43,95,.453,7,17,.412,16,21,.762,10,41,51,19,6,6,18,22,-1
BOS,3/31/18,BOS vs. TOR,W,240,110,40,88,.455,7,17,.412,23,27,.852,8,33,41,19,6,3,5,23,11
BKN,3/31/18,BKN @ MIA,W,265,110,39,91,.429,10,35,.286,22,28,.786,7,40,47,28,11,5,15,24,1
MIL,4/1/18,MIL @ DEN,L,265,125,45,100,.450,12,33,.364,23,27,.852,11,34,45,27,9,3,9,37,-3
MIN,4/1/18,MIN vs. UTA,L,240,97,38,90,.422,8,24,.333,13,14,.929,7,25,32,19,10,1,12,17,-24
WAS,4/1/18,WAS @ CHI,L,240,94,37,81,.457,8,30,.267,12,12,1.000,6,31,37,27,5,4,16,12,-19
GSW,4/1/18,GSW vs. PHX,W,240,117,48,89,.539,13,28,.464,8,9,.889,7,38,45,31,10,7,14,14,10
PHX,4/1/18,PHX @ GSW,L,240,107,41,90,.456,11,31,.355,14,16,.875,9,33,42,26,8,4,15,12,-10
OKC,4/1/18,OKC @ NOP,W,240,109,41,95,.432,9,31,.290,18,25,.720,14,37,51,24,13,4,18,22,5
NOP,4/1/18,NOP vs. OKC,L,240,104,38,83,.458,11,32,.344,17,23,.739,7,37,44,28,13,3,21,20,-5
MEM,4/1/18,MEM @ POR,L,240,98,40,88,.455,9,21,.429,9,12,.750,9,33,42,20,7,5,17,19,-15
DAL,4/1/18,DAL @ CLE,L,240,87,32,79,.405,13,37,.351,10,11,.909,4,34,38,15,5,3,15,20,-11
UTA,4/1/18,UTA @ MIN,W,240,121,46,76,.605,11,28,.393,18,25,.720,6,39,45,29,8,7,16,19,24
CHA,4/1/18,CHA vs. PHI,L,240,102,33,82,.402,9,30,.300,27,34,.794,9,31,40,17,8,7,16,13,-17
CHI,4/1/18,CHI vs. WAS,W,240,113,43,82,.524,18,34,.529,9,13,.692,6,34,40,30,7,1,17,17,19
SAC,4/1/18,SAC @ LAL,W,240,84,35,92,.380,7,24,.292,7,14,.500,13,34,47,17,9,5,10,20,1
HOU,4/1/18,HOU @ SAS,L,240,83,26,77,.338,7,31,.226,24,29,.828,8,34,42,12,3,3,9,19,-17
BKN,4/1/18,BKN vs. DET,L,240,96,37,87,.425,12,43,.279,10,15,.667,6,34,40,23,5,5,12,22,-12
IND,4/1/18,IND @ LAC,W,240,111,42,86,.488,11,28,.393,16,21,.762,15,25,40,23,8,4,10,12,7
ORL,4/1/18,ORL @ ATL,L,240,88,33,96,.344,10,36,.278,12,13,.923,11,30,41,19,8,6,5,10,-6
SAS,4/1/18,SAS vs. HOU,W,240,100,40,81,.494,6,17,.353,14,21,.667,8,40,48,19,8,8,8,19,17
PHI,4/1/18,PHI @ CHA,W,240,119,48,94,.511,14,32,.438,9,10,.900,7,37,44,36,15,5,14,24,17
LAL,4/1/18,LAL vs. SAC,L,240,83,30,75,.400,7,32,.219,16,25,.640,10,37,47,18,5,6,14,15,-1
ATL,4/1/18,ATL vs. ORL,W,240,94,41,85,.482,11,36,.306,1,1,1.000,5,47,52,33,0,3,14,15,6
DET,4/1/18,DET @ BKN,W,240,108,38,84,.452,7,19,.368,25,32,.781,10,43,53,17,9,3,9,16,12
LAC,4/1/18,LAC vs. IND,L,240,104,42,82,.512,9,25,.360,11,14,.786,12,24,36,24,6,6,13,19,-7
POR,4/1/18,POR vs. MEM,W,240,113,39,84,.464,12,38,.316,23,25,.920,8,35,43,28,9,2,13,15,15
DEN,4/1/18,DEN vs. MIL,W,265,128,40,90,.444,11,36,.306,37,46,.804,17,40,57,27,2,8,17,23,3
CLE,4/1/18,CLE vs. DAL,W,240,98,35,85,.412,11,26,.423,17,23,.739,10,40,50,21,7,1,11,12,11
ORL,4/3/18,ORL @ NYK,W,240,97,37,88,.420,11,36,.306,12,18,.667,11,42,53,28,7,5,11,12,24
BKN,4/3/18,BKN @ PHI,L,240,95,34,81,.420,17,42,.405,10,23,.435,3,33,36,20,5,6,18,15,-26
UTA,4/3/18,UTA vs. LAL,W,240,117,43,89,.483,14,33,.424,17,27,.630,14,33,47,29,10,5,14,22,7
BOS,4/3/18,BOS @ MIL,L,240,102,38,81,.469,7,23,.304,19,24,.792,10,27,37,19,10,6,17,17,-4
NYK,4/3/18,NYK vs. ORL,L,240,73,30,86,.349,4,27,.148,9,12,.750,7,35,42,17,5,9,11,17,-24
ATL,4/3/18,ATL @ MIA,L,240,98,37,88,.420,13,33,.394,11,15,.733,12,37,49,24,10,1,15,15,-3
OKC,4/3/18,OKC vs. GSW,L,240,107,35,93,.376,9,38,.237,28,37,.757,22,36,58,13,8,3,16,20,-4
MIL,4/3/18,MIL vs. BOS,W,240,106,43,79,.544,5,20,.250,15,21,.714,9,32,41,27,6,5,15,23,4
CHA,4/3/18,CHA @ CHI,L,240,114,40,81,.494,13,34,.382,21,28,.750,10,39,49,24,3,4,20,16,-6
CHI,4/3/18,CHI vs. CHA,W,240,120,46,99,.465,15,34,.441,13,18,.722,11,33,44,26,9,4,7,20,6
POR,4/3/18,POR @ DAL,L,240,109,39,87,.448,10,40,.250,21,24,.875,5,41,46,28,6,2,13,20,-6
IND,4/3/18,IND @ DEN,L,240,104,41,84,.488,9,19,.474,13,16,.813,6,29,35,23,11,4,13,24,-3
PHX,4/3/18,PHX vs. SAC,W,240,97,35,77,.455,6,17,.353,21,33,.636,6,46,52,18,6,5,14,22,3
LAL,4/3/18,LAL @ UTA,L,240,110,36,74,.486,14,28,.500,24,36,.667,7,32,39,23,7,5,16,23,-7
CLE,4/3/18,CLE vs. TOR,W,240,112,38,77,.494,13,30,.433,23,26,.885,2,40,42,18,8,6,12,17,6
HOU,4/3/18,HOU vs. WAS,W,240,120,43,84,.512,16,46,.348,18,27,.667,10,36,46,26,13,3,9,14,16
WAS,4/3/18,WAS @ HOU,L,240,104,38,72,.528,12,25,.480,16,23,.696,3,33,36,25,6,1,17,21,-16
MIA,4/3/18,MIA vs. ATL,W,240,101,41,91,.451,8,33,.242,11,13,.846,11,35,46,22,10,8,14,16,3
DEN,4/3/18,DEN vs. IND,W,240,107,41,89,.461,10,32,.313,15,20,.750,13,36,49,31,10,8,16,19,3
SAS,4/3/18,SAS @ LAC,L,240,110,39,88,.443,8,24,.333,24,28,.857,10,29,39,24,13,10,12,29,-3
SAC,4/3/18,SAC @ PHX,L,240,94,33,89,.371,11,27,.407,17,23,.739,10,30,40,20,5,5,10,24,-3
DAL,4/3/18,DAL vs. POR,W,240,115,42,92,.457,17,44,.386,14,20,.700,8,35,43,27,8,5,7,16,6
GSW,4/3/18,GSW @ OKC,W,240,111,41,83,.494,8,29,.276,21,24,.875,6,34,40,27,9,5,13,25,4
LAC,4/3/18,LAC vs. SAS,W,240,113,37,82,.451,5,16,.313,34,43,.791,12,35,47,21,8,2,14,23,3
TOR,4/3/18,TOR @ CLE,L,240,106,42,94,.447,11,34,.324,11,14,.786,9,37,46,28,7,1,11,23,-6
PHI,4/3/18,PHI vs. BKN,W,240,121,50,91,.549,9,21,.429,12,18,.667,7,48,55,28,10,10,10,22,26
TOR,4/4/18,TOR vs. BOS,W,240,96,40,92,.435,10,33,.303,6,8,.750,12,36,48,23,10,6,10,25,18
BOS,4/4/18,BOS @ TOR,L,240,78,25,75,.333,3,22,.136,25,28,.893,8,35,43,10,7,3,16,16,-18
PHI,4/4/18,PHI @ DET,W,240,115,44,89,.494,13,30,.433,14,19,.737,7,37,44,32,11,3,13,17,7
NOP,4/4/18,NOP vs. MEM,W,240,123,45,86,.523,16,36,.444,17,19,.895,11,37,48,32,14,7,16,19,28
LAL,4/4/18,LAL vs. SAS,W,265,122,47,86,.547,13,24,.542,15,18,.833,4,40,44,32,4,3,13,22,10
MEM,4/4/18,MEM @ NOP,L,240,95,37,93,.398,10,32,.313,11,15,.733,11,26,37,19,9,1,21,19,-28
MIA,4/4/18,MIA @ ATL,W,240,115,42,94,.447,17,38,.447,14,17,.824,10,44,54,23,9,10,11,17,29
ATL,4/4/18,ATL vs. MIA,L,240,86,33,90,.367,9,30,.300,11,17,.647,10,38,48,20,5,6,15,16,-29
SAS,4/4/18,SAS @ LAL,L,265,112,42,97,.433,9,23,.391,19,27,.704,15,31,46,25,7,5,10,20,-10
DAL,4/4/18,DAL @ ORL,L,240,100,39,89,.438,10,30,.333,12,17,.706,11,32,43,24,3,1,11,23,-5
DET,4/4/18,DET vs. PHI,L,240,108,39,88,.443,16,36,.444,14,23,.609,9,33,42,30,4,5,17,19,-7
ORL,4/4/18,ORL vs. DAL,W,240,105,39,86,.453,8,29,.276,19,27,.704,12,35,47,27,4,10,13,15,5
MIN,4/5/18,MIN @ DEN,L,240,96,39,91,.429,6,24,.250,12,16,.750,12,35,47,22,4,1,8,19,-4
CLE,4/5/18,CLE vs. WAS,W,240,119,42,77,.545,13,27,.481,22,28,.786,5,30,35,26,10,3,16,14,4
IND,4/5/18,IND vs. GSW,W,240,126,50,93,.538,15,29,.517,11,15,.733,13,34,47,32,11,3,12,24,20
POR,4/5/18,POR @ HOU,L,240,94,39,85,.459,7,22,.318,9,14,.643,12,35,47,16,10,2,18,20,-2
HOU,4/5/18,HOU vs. POR,W,240,96,34,73,.466,13,37,.351,15,24,.625,6,32,38,16,10,5,15,16,2
GSW,4/5/18,GSW @ IND,L,240,106,37,83,.446,9,29,.310,23,24,.958,13,26,39,29,6,5,16,14,-20
BKN,4/5/18,BKN @ MIL,W,240,119,41,75,.547,19,39,.487,18,21,.857,4,37,41,30,3,12,17,21,8
DEN,4/5/18,DEN vs. MIN,W,240,100,35,89,.393,11,36,.306,19,22,.864,13,34,47,21,3,7,10,17,4
WAS,4/5/18,WAS @ CLE,L,240,115,47,94,.500,9,21,.429,12,14,.857,12,29,41,34,8,7,15,23,-4
MIL,4/5/18,MIL vs. BKN,L,240,111,41,93,.441,5,20,.250,24,30,.800,12,29,41,21,12,2,8,19,-8
UTA,4/5/18,UTA vs. LAC,W,240,117,44,83,.530,10,27,.370,19,28,.679,10,28,38,27,7,8,9,22,22
LAC,4/5/18,LAC @ UTA,L,240,95,35,79,.443,3,17,.176,22,28,.786,11,28,39,18,7,3,16,25,-22
CHA,4/6/18,CHA @ ORL,W,240,137,48,86,.558,17,31,.548,24,26,.923,9,41,50,32,4,5,9,15,37
LAL,4/6/18,LAL vs. MIN,L,240,96,31,79,.392,8,24,.333,26,32,.813,13,40,53,16,3,2,20,21,-17
ORL,4/6/18,ORL vs. CHA,L,240,100,42,94,.447,9,23,.391,7,13,.538,12,24,36,27,2,3,8,19,-37
BOS,4/6/18,BOS vs. CHI,W,240,111,45,81,.556,14,34,.412,7,17,.412,6,40,46,35,9,6,18,15,7
IND,4/6/18,IND @ TOR,L,240,73,26,87,.299,7,21,.333,14,20,.700,12,32,44,16,8,8,12,21,-19
DAL,4/6/18,DAL @ DET,L,265,106,40,92,.435,13,39,.333,13,18,.722,10,36,46,26,7,5,12,20,-7
WAS,4/6/18,WAS vs. ATL,L,240,97,35,87,.402,9,25,.360,18,23,.783,9,36,45,18,8,4,12,15,-6
NOP,4/6/18,NOP @ PHX,W,240,122,45,99,.455,16,38,.421,16,20,.800,13,42,55,29,9,7,15,22,19
ATL,4/6/18,ATL @ WAS,W,240,103,38,79,.481,11,33,.333,16,23,.696,7,43,50,24,5,5,18,22,6
PHX,4/6/18,PHX vs. NOP,L,240,103,37,94,.394,9,33,.273,20,26,.769,12,36,48,20,8,4,14,18,-19
DET,4/6/18,DET vs. DAL,W,265,113,46,92,.500,12,30,.400,9,17,.529,6,43,49,24,6,4,11,19,7
MIN,4/6/18,MIN @ LAL,W,240,113,43,100,.430,8,26,.308,19,26,.731,18,30,48,25,14,8,5,24,17
CLE,4/6/18,CLE @ PHI,L,240,130,45,87,.517,16,34,.471,24,33,.727,8,33,41,24,6,2,15,20,-2
MEM,4/6/18,MEM vs. SAC,L,240,93,37,84,.440,6,24,.250,13,18,.722,12,26,38,20,7,7,15,12,-1
PHI,4/6/18,PHI vs. CLE,W,240,132,50,101,.495,14,39,.359,18,21,.857,11,33,44,35,11,7,12,23,2
NYK,4/6/18,NYK vs. MIA,W,240,122,45,89,.506,18,37,.486,14,21,.667,9,42,51,33,7,5,12,23,24
TOR,4/6/18,TOR vs. IND,W,240,92,36,84,.429,9,30,.300,11,16,.688,9,43,52,27,9,8,19,17,19
MIA,4/6/18,MIA @ NYK,L,240,98,35,88,.398,7,27,.259,21,22,.955,7,35,42,20,7,5,12,19,-24
SAC,4/6/18,SAC @ MEM,W,240,94,40,85,.471,6,24,.250,8,12,.667,10,32,42,23,8,5,15,21,1
CHI,4/6/18,CHI @ BOS,L,240,104,40,86,.465,14,30,.467,10,17,.588,9,34,43,25,15,0,17,22,-7
OKC,4/7/18,OKC @ HOU,W,240,108,36,91,.396,10,33,.303,26,33,.788,15,27,42,21,11,5,11,20,6
GSW,4/7/18,GSW vs. NOP,L,240,120,49,90,.544,15,33,.455,7,11,.636,8,34,42,31,3,0,17,21,-6
